Name,Artist,Album,Genre,Charter,Year,songlength
Saosin,Saosin,Saosin,Post-Hardcore,StormEagle,2006,2643164
Sleepers,Saosin,Saosin,Post-Hardcore,StormEagle,2006,168873
Some Sense of Security,Saosin,Saosin,Post-Hardcore,StormEagle,2006,238978
Voices,Saosin,Saosin,Post-Hardcore,StormEagle,2006,218857
You're Not Alone,Saosin,Saosin,Post-Hardcore,StormEagle,2006,240269
Mary Had a Little Lamb,Sarah Josepha Hale,Children's Keys 01,Children's Music,YARC,1830,32727
Castlevania (NES) - Boss Theme,Satoe Terashima; Kinuyo Yamashita,Unknown Album,rock,PostApocolyptica,1986,150609
To The Moon & Back,Savage Garden,Savage Garden,popdanceelectronic,TheOreo,1997,331640
I Want You,Savage Garden,Savage Garden,poprock,"Harmonix, Rhythm Authors",1997,233891
Truly Madly Deeply,Savage Garden,Savage Garden,poprock,Unknown Charter,1997,279483
Melted Picks & Broken Sticks,Savage Minotaur,Give 'Em the Horns,Metal,Unknown Charter,2009,248923
Bury Me (Tonight!),Save Face,Another Kill for the Highlight Reel,emo,"Harmonix, Rhythm Authors",2021,179278
Alive with the Glory of Love,Say Anything,...Is a Real Boy,emo,"Harmonix, Rhythm Authors",2004,258058
Hana no Tou,Sayuri,Hana no Tou (Single),J-Rock,MasterThe8,2022,278375
The Warrior,Scandal,Warrior,rock,Unknown Charter,1984,249534
I CAN DX WHAT I WANT,Scarlxrd,INFINITY,Trap Metal,DeepFriedDVD,2019,163514
A Pistol to My Temple,Scary Kids Scaring Kids,Scary Kids Scaring Kids,Post-Hardcore,StormEagle,2007,238536
School of Rock,School of Rock,School of Rock,rock,Unknown Charter,2003,273336
No One Like You,Scorpions,Comeblack,metal,Unknown Charter,2011,250343
Rock You Like a Hurricane,Scorpions,Comeblack,metal,Unknown Charter,2011,259344
Rock You Like A Hurricane,Scorpions (Steve Ouimette),Love At First Sting,Hard Rock,Neversoft,1984,256000
2 Invade (Stadium Mix),Scott Attrill,Mega,Other,Unknown Charter,2009,359788
Hot Stuff,Scott Attrill,Mega,Other,Unknown Charter,2009,349501
Twister,Scott Attrill,Mega,Other,Unknown Charter,2009,296356
Disco Rocket,Scott Attrill,Noize,Other,Unknown Charter,2010,251619
Girls Love Techno,Scott Attrill,Noize,Other,Unknown Charter,2010,260647
Maple Leaf Rag,Scott Joplin,Classical Keys 01,Jazz,YARC,1899,170142
Hopefully those games didn't affect my sanity too much...,Scott The Woz,The Worsts Games of All Time,Gex,StormEagle,2017,14616
Closing In (Overchart),Scott the Woz (Music by Garrett Williamson),Borderline Forever,Rock,Pizzachamp,2021,125261
Refugee,Scotty Don't,Songs from the Back Porch,Rock,Unknown Charter,2008,235629
In Love,Scouts of St. Sebastian,In Love EP,Indie Rock,Neversoft,2006,236778
You're My Everything,Scratching The Itch,Why Bother?,New Wave,Unknown Charter,2009,215384
Lemon Juice,Scratching The Itch,Why Bother?,Rock,Unknown Charter,2009,213559
Fight The Rain,Scratching The Itch,Reduced Reused Recycled,New Wave,Unknown Charter,2010,268908
Nearly Lost You,Screaming Trees,Sweet Oblivion,Grunge,Harmonix,1992,249625
Bombshell From Hell,Scum of the Earth,Sleaze Freak,Metal,Unknown Charter,2007,201038
Via Dela Rosa,Scum of the Earth,The Devil Made Me Do It,Nu-Metal,Unknown Charter,2012,161378
You're A Wolf,Sea Wolf,Leaves In The River,Indie Rock,Unknown Charter,2007,217209
Beautiful Girls,Sean Kingston,Sean Kingston,Pop,DeepFriedDVD,2007,258038
Beautiful Girls,Sean Kingston,Sean Kingston,rbsoulfunk,Unknown Charter,2007,229645
Fire Burning,Sean Kingston,Tomorrow,Pop,C.H. Uruguay,2009,241293
Fire Burning,Sean Kingston,Tomorrow,Pop,C.H. Uruguay,2009,241293
Summertime Boy,Seasick Steve,Sonic Soul Surfer,blues,"Harmonix, Rhythm Authors",2015,234615
Still Standing,Secrets Don't Sleep,For What I'm Worth,Metalcore,SamLittlehorns,2015,241711
Broken (ft. Amy Lee),Seether,Disclaimer II,alternative,Unknown Charter,2004,261804
Remedy,Seether,Karma Effect,Post-Grunge,Vicarious Visions,2004,210232
Rise Above This,Seether,Finding Beauty in Negative Spaces,Alternative,RhythmAuthors,2007,208000
Careless Whisper,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Rock,Knight Rider,2022,300048
Careless Whisper,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),rock,Unknown Charter,2022,300048
Endless Possibility,SEGA,Planetary Pieces: Sonic World Adventure Original Soundtrack,Rock,CyclopsDragon,2009,253107
Endless Possibility,SEGA,Sonic Unleashed,Video Game,4 The Cross,2009,251239
I'm Here (feat. Merry Kirk-Holmes),SEGA Sound Team,Sonic Frontiers Original Soundtrack: Stillness & Motion,alternative,Unknown Charter,2022,260401
Endless Possibility (JasonParadise Edition),SEGA?,Sonic Unleashed,Video Game,4 The Cross,2009,255680
Magnetic Baby,Semi Precious Weapons,We Love You,Glam,Harmonix,2008,172052
Closing Time,Semisonic,Feeling Strangely Fine,alternative,Unknown Charter,1998,278295
Bloody Romance,Senses Fail,From the Depths of Dreams,Post-Hardcore,StormEagle,2003,232523
Bloody Romance,Senses Fail,From the Depths of Dreams,Post-Hardcore,StormEagle,2003,239288
Bite to Break Skin,Senses Fail,Let It Enfold You,Post-Hardcore,StormEagle,2004,215465
Lady in a Blue Dress,Senses Fail,Let It Enfold You,Rock,Unknown Charter,2004,199427
Can't Be Saved,Senses Fail,Still Searching,Emo,Neversoft,2006,196000
The Martyr,Senses Fail,Single,Post-Hardcore,Neversoft,2009,233526
Nitro Bot,Sentai Express,Just Dance (Original Creations & Covers),Robot Rock,Monological,2020,194809
SpOwOky OwOky Pumpkin,senzawa,SpOwOky OwOky Pumpkin,Shitpost,Phantom Punk,2018,128580
Anubis,Septicflesh,Communion,Metal,ThatAuthoringGroup,2008,265000
Fragments,Serianna,Inheritors,Metal,RockGamer,2011,238190
Inheritors,Serianna,Inheritors,Metal,RockGamer,2011,295250
Empty Walls,Serj Tankian,Elect the Dead,Rock,Harmonix,2007,230750
Sky Is Over,Serj Tankian,Elect the Dead,Rock,Harmonix,2007,178285
Dangerous,Set It Off,Elsewhere,poprock,"Harmonix, Rhythm Authors",2022,130284
Farewell to Good Days,Seven Day Sonnet,Unknown Album,Rock,Unknown Charter,2011,220021
Hapless,Seven Day Sonnet,Spring Fling,Rock,Unknown Charter,2011,219257
A Silent Remedy,Seven Kingdoms,Zenith,Power Metal,Pessimystic,2022,244839
Cumbersome,Seven Mary Three,American Standard,alternative,"Harmonix, Rhythm Authors",1995,242012
Envision,Severed,Severed,Metal,Unknown Charter,2010,220251
My Warning,Severed,Severed,Metal,Unknown Charter,2010,160860
The Ultimate Power,Severed,Severed,Metal,Unknown Charter,2010,240090
Threshold,Sex Bob-Omb,Scott Pilgrim vs. the World: Original Motion Picture Soundtrack,Rock,Kloporte,2010,109373
Threshold,Sex Bob-Omb,Scott Pilgrim vs. the World: Original Motion Picture Soundtrack,rock,Unknown Charter,2010,111076
We Are Sex Bob-Omb,Sex Bob-Omb,Scott Pilgrim vs. the World: Original Motion Picture Soundtrack,rock,Unknown Charter,2010,125527
No Fun,Sex Bob-Omb,Scott Pilgrim vs. The World (Original Motion Picture Soundtrack Expanded Edition),rock,Unknown Charter,2021,136375
I Feel Fine Pt.1 + Pt.2,Sex Bob-Omb,Scott Pilgrim Takes Off (Soundtrack from the Netflix Original Series),Rock,S3AL,2023,89559
Problems (Live at Brixton),Sex Pistols,"Never Mind the Bollocks, Here's the Sex Pistols",Punk Rock,Neversoft,1977,273700
Problems (Live at Brixton),Sex Pistols,"Never Mind the Bollocks, Here's the Sex Pistols",Punk Rock,Neversoft,1977,273700
A Better Forever,SexTon,A Better Forever,Alternative,Unknown Charter,2010,381176
Burst Into Fears,SexTon,A Better Forever,Alternative,Unknown Charter,2010,295384
Echo (My Only Regret),SexTon,A Better Forever,Alternative,Unknown Charter,2010,433200
Ready for Anything,SexTon,A Better Forever,Alternative,Unknown Charter,2010,210000
The Light That Blinds,Shadows Fall,The War Within,Thrash Metal,Harmonix,2004,303136
Weight of the World,Shadows Fall,Fire from the Sky,metal,Unknown Charter,2012,244208
Boombastic,Shaggy,Boombastic,Reggae,Mason Sparkle,1995,250727
All of This,Shaimus,Paper Sun,Rock,Harmonix,2005,157799
All of This,Shaimus,Paper Sun,Rock,Harmonix,2005,157799
All Of This,Shaimus,Paper Sun,Indie Rock,Harmonix,2006,157629
Like a Fool,Shaimus,"The Sad Thing Is, We Like It Here",Indie Rock,Harmonix,2008,213382
Tie You Down,Shaimus,"The Sad Thing Is, We Like It Here",Indie Rock,Harmonix,2008,249158
Poor Yorick,Shakespeare in Hell,Hecate,Metal,ThatAuthoringGroup,2001,191000
Hips Don't Lie (Medieval Trap Remix),Shakira / Wooly Music,Unknown Album,Trap / Instrumental,jdurandtv,2020,207914
Hips Don't Lie,Shakira ft. Wycelf Jean,Oral Fixation Vol. 2,Pop,DeepFriedDVD,2005,218920
Any Man of Mine,Shania Twain,The Woman in Me,Country,Harmonix,1995,258503
Raining On Our Love,Shania Twain,The Woman In Me,country,Unknown Charter,1995,281547
Man! I Feel Like a Woman!,Shania Twain,Come On Over,country,Unknown Charter,1997,238079
That Don't Impress Me Much,Shania Twain,Come On Over,country,Unknown Charter,1997,223679
Coming Undone,Shatterglass,Shatterglass,Rock,Unknown Charter,2011,268134
Stitches,Shawn Mendes,Handwritten,poprock,Unknown Charter,2015,209605
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate,poprock,"Harmonix, Rhythm Authors",2016,203605
Treat You Better,Shawn Mendes,Illuminate,poprock,Unknown Charter,2016,190842
Higher,Shawn Mendes,Wonder,popdanceelectronic,"Harmonix, Rhythm Authors",2020,163998
What Morning Brings,She Bears,I Found Myself Asleep,Indie Rock,Unknown Charter,2010,221563
BPM,she9,BPM,J-Pop,Mathys,2021,186380
BPM,she9,BPM,J-Pop,Mathys,2021,186380
Mo Bamba,Sheck Wes,Mudboy,Hip Hop/Rap,DeepFriedDVD,2018,185945
RUSH E 2,Sheet Music Boss,Single,Black MIDI,Xeratek,2022,162091
Apple Martini,Shelita Vaughns,Apple Martini (Single),R&B/Soul/Funk,Unknown Charter,2011,249000
High Class Trailer Trash,Shelly Rastin feat. Randy Bachman,Hard to Say No,Country,Unknown Charter,2009,231080
Ooh La La,Sherryce and DJ Jounce,Temporal Ascent,Pop/Dance/Electronic,Unknown Charter,2011,295315
Animal Instinct,Sherryce ft. Beta Control,Unknown Album,Pop/Dance/Electronic,Unknown Charter,2011,272007
Soak Up the Sun,Sheryl Crow,"C'mon, C'mon",poprock,Unknown Charter,2002,291757
Stage 3-1,Shigenori Kamiya,Castle of Illusion Starring Mickey Mouse,other,Unknown Charter,1990,82454
sky's the limit,Shihoko Hirata,Persona 4 the Animation: Volume 1 Bonus CD,jrock,Unknown Charter,1960,257961
Pursuing My True Self,Shihoko Hirata,Never More -Reincarnation: Persona 4-,jrock,Unknown Charter,2011,189559
sky's the limit,Shihoko Hirata,Persona 4 the Animation Volume 1 Bonus CD,jrock,Unknown Charter,2011,257817
"Heartbeat, Heartbreak (TOWA TEI Remix)",Shihoko Hirata,Persona 4: Dancing All Night,Video Game,Mintorment,2015,214363
Always,SHIN JI,Yogurting Always,K-Pop,Mathys,2005,206008
Cut the Cord,Shinedown,Threat to Survival,Rock,StormEagle,2015,222578
Planet Zero,Shinedown,Planet Zero,Rock,StormEagle,2022,223852
Waluigi Pinball,Shinobu Tanaka,Mario Kart DS,Pop/Dance/Electronic,Peachfanclub,2005,126384
My War,Shinsei kamattechan,My War,J-Rock,RAILSONXGAMER,2021,275551
Let's Just Dance,Ships Have Sailed,Let's Just Dance,alternative,"Harmonix, Rhythm Authors",2018,233488
New Solution,SHIROCK,Everything Burns (Deluxe Edition),Alternative,Unknown Charter,2011,225582
Still Young,SHIROCK,Everything Burns (Deluxe Edition),Alternative,Unknown Charter,2011,241699
Fall Apart,Shocked Laura,Fall Apart,popdanceelectronic,"Harmonix, Rhythm Authors",2019,157309
Under Star,Shocking Lemon,Hajime no Ippo - Original Soundtrack 1 : First KO,J-Rock,Mathys,2000,274430
Under Star,Shocking Lemon,Hajime no Ippo - Original Soundtrack 1 : First KO,J-Rock,Mathys,2000,274430
Kimi no Kioku,Shoji Meguro,Persona 3 Original Soundtrack,jrock,Unknown Charter,2006,378958
Mass Destruction,Shoji Meguro,Persona 3 Original Soundtrack,jrock,Unknown Charter,2006,226356
Mass Destruction,Shoji Meguro,Persona 3 Original Soundtrack,J-Rock,Freekotaku,2006,226356
Time to Make History (ft. Shihoko Hirata),Shoji Meguro,Persona 4 The GOLDEN Original Soundtrack,poprock,Unknown Charter,2012,152516
Time to Make History (ft. Shihoko Hirata),Shoji Meguro,Persona 4 The GOLDEN Original Soundtrack,Pop-Rock,Ghostbyob,2012,152516
"Heartbeat, Heartbreak (""NEVER MORE"" P4D-EDIT ver.)",Shoji Meguro,Persona 4: Dancing All Night Original Soundtrack,Pop/Dance/Electronic,Freekotaku,2015,244889
"Heartbeat, Heartbreak (""NEVER MORE"" P4D-EDIT ver.)",Shoji Meguro,Persona 4: Dancing All Night Original Soundtrack,popdanceelectronic,Unknown Charter,2015,244889
Rivers In The Desert,Shoji Meguro,P5-Sounds Of Rebellion,popdanceelectronic,Unknown Charter,2015,318636
Burn My Dread -Last Battle- (Future Arrange),Shoji Meguro,Persona 3 The Movie: #4 Winter of Rebirth Soundtrack,Hip-Hop/Rap,Linos Melendi,2016,304094
Burn My Dread -Last Battle- (Future Arrange),Shoji Meguro,Persona 3 The Movie: #4 Winter of Rebirth Soundtrack,Hip-Hop/Rap,Linos Melendi,2016,304094
Burn My Dread -Last Battle- (Future Arrange),Shoji Meguro,Persona 3 The Movie: #4 Winter of Rebirth Soundtrack,hiphoprap,Linos Melendi,2016,304094
Burn My Dread -Last Battle- (Future Arrange) (2x Bass Pedal),Shoji Meguro,Persona 3 The Movie: #4 Winter of Rebirth Soundtrack,hiphoprap,Linos Melendi,2016,304094
Life Will Change,Shoji Meguro,Persona 5 Original Soundtrack,Jazz,"Ghostbyob, Linos Melendi",2017,253535
Life Will Change,Shoji Meguro,Persona 5 Original Soundtrack,jazz,Unknown Charter,2017,253535
Last Surprise,Shoji Meguro,Persona 5 Original Soundtrack,R&B/Soul/Funk,Kloporte,2017,245786
"Wake Up, Get Up, Get Out There",Shoji Meguro,Persona 5 Original Soundtrack,R&B/Soul/Funk,Kloporte,2017,283187
Last Surprise,Shoji Meguro,Persona 5 Original Soundtrack,rbsoulfunk,Unknown Charter,2017,245786
"Wake Up, Get Up, Get Out There",Shoji Meguro,Persona 5 Original Soundtrack,rbsoulfunk,Unknown Charter,2017,283187
Rivers In the Desert (Live),Shoji Meguro,PERSONA SUPER LIVE P-SOUND BOMB !!!! 2017,Rock,"babyjohn42, SuperRiderTH, Linos",2017,324997
A Way of Life (Atlus Kitajoh Remix),Shoji Meguro,Persona 3: Dancing in Moonlight Original Soundtrack,popdanceelectronic,Unknown Charter,2018,224440
Reach Out to the Truth,Shoji Meguro,Persona 4 Original Soundtrack,Rock,kueller,2019,184617
Take Over (ft. Lyn),Shoji Meguro,Persona 5 The Royal Original Soundtrack,Rock,Lowlander2,2019,193703
Burn Her Out,Shokkher,Always Hungry,Metal,Unknown Charter,2010,225000
Steady at the Wheel,Shooter Jennings,Put the O Back in Country,Country,Harmonix,2005,181355
Girlfriend,Shy Nobleman,Beautiful Life,Alternative,Unknown Charter,2005,177157
Cool Concoction,Shylo Elliott,Proof of Concept,Fusion,ChartToppers,2010,323000
Alpha Strike,Shylo Elliott,Proof of Concept,Metal,ChartToppers,2010,260000
Bittersweet Melancholy,Shylo Elliott,Proof of Concept,Other,ChartToppers,2010,238000
P.W.M.O.,Shylo Elliott,Proof of Concept,Other,ChartToppers,2010,308604
Dark Escape,Shylo Elliott,Proof of Concept,Prog,ChartToppers,2010,288250
Phantasmal Cruise,Shylo Elliott,Proof of Concept,Prog,ChartToppers,2010,256750
Chandelier,Sia,1000 Forms of Fear,popdanceelectronic,Unknown Charter,2014,217929
Cheap Thrills (ft. Sean Paul),Sia,This Is Acting,popdanceelectronic,"Harmonix, Rhythm Authors",2016,219998
The Greatest (ft. Kendrick Lamar),Sia,This Is Acting (Deluxe Edition),popdanceelectronic,"Harmonix, Rhythm Authors",2016,189998
Siren,SID,Comet,J-Pop,Mathys,2020,274791
Siren,SID,Comet,J-Pop,Mathys,2020,274791
Cherry Red,Sideburn,Cherry Red,Rock,drstudio,2008,185668
Cherry Red,Sideburn,Cherry Red,Rock,Unknown Charter,2008,185668
Live To Rock,Sideburn,Jail,Rock,Unknown Charter,2010,213144
All the Hated,Sifting,All the Hated,Rock,Unknown Charter,2012,224861
hatsune miku cantando monster (meg & dia)【VOCALOIDカバー】,sigma,Miku Sings,Pop,Oktoberfest & Matharu,2021,173428
The Boys Are Back In Town (from GH:Metallica),SiIvaGunner,Jailbreak,rock,louster200 & Neversoft,2017,302925
Ta-Ta-Tax Fraud! (Reprise),SiIvaGunner,Yoshi Commits Tax Fraud OST,Soundtrack,Deltarak,2018,92006
The Gambler (JP Version),SiIvagunner,Kenny Rodgers Tribute,J-Country,4 The Cross,2020,248584
00B800,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,86484
A New Threat,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,153655
AFTER SCHOOL JEBINATORS,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,126518
AIN'T NOTHIN' LIKE A FLAT BEAT,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,158549
Battle (Shin Megami Tensei),SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,213794
Bedrock Factory,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,142441
Cantina Band,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,200072
Caramelldansen,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,205535
Case of Missing Gary,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,189059
Caught in the Worldwide Spotlight,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,98514
Countdown,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,86260
Dare to be Stupid,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,160000
Doin' it Right,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,196200
Don't Sue Us Danny Elfman,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,139339
El Sonidito,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,150300
音ゲーMAD Series Medley,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,224373
Francis Flow,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,164813
Fruit on Grass,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,304839
Grass Skirt Crowdkill,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,95929
Gravibus Octanguli,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,213695
"Hey, Ice King! What're You Doing In KFAD?!!",SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,313308
Hilltop Rave,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,102354
Ｎａｔｓｕｋａｓｈｉｉ（育応あ）,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,172620
In the Toadwoods,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,150308
Kraid's Lair,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,195820
Lifelight,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,298666
Lose Yourself,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,184017
Main Theme Badass Knife Maid,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,163928
Muck Warfare,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,196980
MyonMyon(myon)~Myon...Myon!Myon!,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,314981
NIGHTMARESCAPE 〜Unrestrained HyperCam 2〜 (Final Boss Phase 2),SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,200910
On to Grasstown,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,292939
OP.13,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,136860
POLKA FOR ANOTHER DAY,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,583775
Prepare for Immediate Deresolution,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,163010
PROSECUTOR PAPYRUS' PURSUIT!,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,136008
Rhythm Masters RAP,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,163570
Snow Jack,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,108415
Stadium Rave A,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,210913
Technolepiep,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,188417
The Big Pingas Machine,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,180831
The End of the Future,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,136487
The Jazz,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,153510
The Purple Wind,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,349766
Theme of HOBaRT,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,259000
This is M0st DisturbiNg,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,328515
This Love,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,236959
Treasures Galore,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,176970
We're Finally Speedrunning (Glitched),SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,312873
What's a Fruit to a Machine?,SiIvaGunner,King For Another Day OST,tournament arrangement,Creeel,2020,83416
Bland Street Bloom,SikTh,Death of a Dead Day,Metal,RockGamer,2006,343000
Beyond Grey,Silent Descent,Duplicity,Metal,Alt-StrumProductions,2008,342500
In Between,Silent House,May it Be So,Indie Rock,Atupo-Maruru,2011,241500
Miracle,Silent House,May it Be So,Indie Rock,Atupo-Maruru,2011,207250
The Infinite Sadness,Silent House,May it Be So,Indie Rock,Atupo-Maruru,2011,375500
Cherry Bomb,SILENT SIREN,S,Pop Rock,Raspberriel,2016,244604
Livin' the Dream,Silent Theory,Black Tie Affair,Rock,Unknown Charter,2011,185746
Leave The Door Open,Silk Sonic,Single,R&B,Hyperbolium,2021,248230
Skate,Silk Sonic,An Evening With Silk Sonic,R&B,highfine,2021,206946
An Evening With Silk Sonic (Album),Silk Sonic,An Evening With Silk Sonic,R&B/Soul/Funk,Hoph2o,2021,1879776
Silk Sonic Intro,Silk Sonic,An Evening With Silk Sonic,R&B/Soul/Funk,Hoph2o,2021,68812
Skate,Silk Sonic,An Evening With Silk Sonic,R&B/Soul/Funk,Hoph2o,2021,206250
777,"Silk Sonic, Bruno Mars, Anderson .Paak",An Evening with Silk Sonic,Funk,Pix_,2021,167313
Tomorrow,Silverchair,Frogstomp,Post-Grunge,Neversoft,1994,271084
Tomorrow,Silverchair,Frogstomp,Alternative,Harmonix,1995,272840
Straight Lines,Silverchair,Young Modern,Alternative,Harmonix,2007,258433
November,Silverstein,When Broken Is Easily Fixed,Post-Hardcore,StormEagle,2003,257888
Smashed Into Pieces,Silverstein,When Broken Is Easily Fixed,Post-Hardcore,StormEagle,2003,225082
Defend You,Silverstein,Discovering The Waterfront,Post-Hardcore,StormEagle,2005,209169
Smile In Your Sleep,Silverstein,Discovering the Waterfront,Post-Hardcore,StormEagle,2005,197343
Your Sword Versus My Dagger,Silverstein,Discovering the Waterfront,Post-Hardcore,StormEagle,2005,180120
I Am the Arsonist,Silverstein,A Shipwreck in the Sand,Post-hardcore,Neversoft,2009,188081
American Dream,Silverstein,A Shipwreck in the Sand,Rock,realityofjonah,2009,198918
American Dream v1,Silverstein,A Shipwreck in the Sand,Rock,realityofjonah,2009,198918
Burning Hearts,Silverstein,Rescue,Rock,RockGamer,2011,183913
Smashed Into Pieces,Silverstein,Redux: The First 10 Years,Post-Hardcore,StormEagle,2019,220984
Smile In Your Sleep,Silverstein,Redux: The First 10 Years,Post-Hardcore,StormEagle,2019,197954
Your Sword Versus My Dagger,Silverstein,Redux: The First 10 Years,Post-Hardcore,StormEagle,2019,181823
November,Silverstein,Redux 2.0,Post-Hardcore,StormEagle,2020,255093
Poison Pill,Silverstein,Misery Made Me,emo,"Harmonix, Rhythm Authors",2022,199264
Well Thought Out Twinkles,Silversun Pickups,Carnavas,Alternative Rock,Neversoft,2006,255373
Lazy Eye,Silversun Pickups,Carnavas,Indie Rock,Harmonix,2006,363406
Melatonin,Silversun Pickups,Carnavas,Indie Rock,Harmonix,2006,252156
Well Thought Out Twinkles,Silversun Pickups,Carnavas,Indie Rock,Harmonix,2006,255999
Lazy Eye,Silversun Pickups,Carnavas,Indie Rock,Neversoft,2007,366443
It's Nice To Know You Work Alone,Silversun Pickups,Swoon,Alternative Rock,Neversoft,2009,287978
Panic Switch,Silversun Pickups,Swoon,Alternative Rock,Neversoft,2009,345322
Sort Of,Silversun Pickups,Swoon,Indie Rock,Harmonix,2009,332971
There's No Secrets This Year,Silversun Pickups,Swoon,Indie Rock,Neversoft,2009,280266
Blue Jeans,Silvertide,Show and Tell,Rock,Harmonix,2004,196460
UNDER THE TREE,SiM,UNDER THE TREE,Metal,RAILSONXGAMER,2023,121692
I Am a Rock,Simon & Garfunkel,Sounds of Silence,Classic Rock,Harmonix,1966,174214
The Sound of Silence,Simon & Garfunkel,Sounds of Silence,Classic Rock,Harmonix,1966,188875
L'alfabeto,Simone Bacchini,L'alfabeto,Pop-Rock,RhythmAuthors,2009,176000
At War With the Cherubs,SIMPL3JACK,SIMPL3JACK,Punk,ChartToppers,2011,142970
At War With the Cherubs,SIMPL3JACK,SIMPL3JACK,Punk,ChartToppers,2011,142970
Carny Asada,SIMPL3JACK,SIMPL3JACK,Punk,ChartToppers,2011,156403
O-Ren,SIMPL3JACK,SIMPL3JACK,Punk,ChartToppers,2011,138509
Song for Meg,SIMPL3JACK,SIMPL3JACK,Punk,ChartToppers,2011,165628
Don't You (Forget About Me),Simple Minds,The Breakfast Club (Original Motion Picture Soundtrack),new_wave,Unknown Charter,1985,258260
Addicted,Simple Plan,"No Pads, No Helmets...Just Balls",alternative,"Harmonix, Rhythm Authors",2002,239998
I'm Just a Kid,Simple Plan,The New Guy,Punk Pop,Maximus14014,2002,198556
Welcome to My Life,Simple Plan,Still Not Getting Any...,alternative,"Harmonix, Rhythm Authors",2004,207836
Untitled,Simple Plan,Untitled,rock,Unknown Charter,2005,242666
You Suck at Love,Simple Plan,Get Your Heart On!,Pop Punk,Sygenysis + Nunchuck,2011,196828
Jet Lag (Ft. Natasha Bedingfield),Simple Plan,Get Your Heart On!,poprock,Unknown Charter,2011,212220
Boom,Simple Plan,Boom,poprock,Unknown Charter,2015,200911
Where I Belong (ft. We the Kings),Simple Plan & State Champs,Where I Belong,alternative,Unknown Charter,2019,190433
The Way You Move,Since October,"Life, Scars, Apologies",Rock,Unknown Charter,2010,215820
EsCupido,Sincrónica,Todo lo que no sabes,Rock,AGLSolutions,2011,145858
An Exercise in Futility,Single White Infidel,Unknown Album,Punk,weffjebster,2010,341750
Inheritance,Single White Infidel,Unknown Album,Punk,weffjebster,2010,188000
